Batch Name,Number of Ballots
OAKLAND COUNTY ROCHESTER HILLS CITY 01008,289
OAKLAND COUNTY ROCHESTER HILLS CITY 02009,683
OAKLAND COUNTY ROCHESTER HILLS CITY 02010,437
OAKLAND COUNTY ROCHESTER HILLS CITY 04011,488
OAKLAND COUNTY ROCHESTER HILLS CITY 03012,603
OAKLAND COUNTY ROCHESTER HILLS CITY 03013,473
OAKLAND COUNTY ROCHESTER HILLS CITY 01014,700
OAKLAND COUNTY ROCHESTER HILLS CITY 04015,599
OAKLAND COUNTY ROCHESTER HILLS CITY 03016,691
OAKLAND COUNTY ROCHESTER HILLS CITY 01017,712
OAKLAND COUNTY ROCHESTER HILLS CITY 02018,422
OAKLAND COUNTY ROCHESTER HILLS CITY 02019,387
OAKLAND COUNTY ROCHESTER HILLS CITY 04020,360
OAKLAND COUNTY ROCHESTER HILLS CITY 02021,549
OAKLAND COUNTY ROCHESTER HILLS CITY 01022,408
OAKLAND COUNTY ROCHESTER HILLS CITY 01023,401
OAKLAND COUNTY ROCHESTER HILLS CITY 03024,522
OAKLAND COUNTY ROCHESTER HILLS CITY 02025,665
OAKLAND COUNTY ROCHESTER HILLS CITY 01026,755
OAKLAND COUNTY ROCHESTER HILLS CITY 04027,518
OAKLAND COUNTY ROCHESTER HILLS CITY 04028,548
OAKLAND COUNTY ROCHESTER HILLS CITY 01029,320
OAKLAND COUNTY ROCHESTER HILLS CITY 04030,667
OAKLAND COUNTY ROCHESTER HILLS CITY 03031,425
OAKLAND COUNTY ROCHESTER HILLS CITY 02032,514
OAKLAND COUNTY ROSE TOWNSHIP 00001,403
OAKLAND COUNTY ROSE TOWNSHIP 00002,550
OAKLAND COUNTY ROSE TOWNSHIP 00003,575
OAKLAND COUNTY ROYAL OAK CITY 00001,674
OAKLAND COUNTY ROYAL OAK CITY 00002,730
OAKLAND COUNTY ROYAL OAK CITY 00003,486
OAKLAND COUNTY ROYAL OAK CITY 00004,536
OAKLAND COUNTY ROYAL OAK CITY 00005,471
OAKLAND COUNTY ROYAL OAK CITY 00006,853
OAKLAND COUNTY ROYAL OAK CITY 00007,574
OAKLAND COUNTY ROYAL OAK CITY 00008,743
OAKLAND COUNTY ROYAL OAK CITY 00009,857
OAKLAND COUNTY ROYAL OAK CITY 00010,625
OAKLAND COUNTY ROYAL OAK CITY 00011,532
OAKLAND COUNTY ROYAL OAK CITY 00012,587
OAKLAND COUNTY ROYAL OAK CITY 00013,645
OAKLAND COUNTY ROYAL OAK CITY 00014,511
OAKLAND COUNTY ROYAL OAK CITY 00015,488
OAKLAND COUNTY ROYAL OAK CITY 00016,824
OAKLAND COUNTY ROYAL OAK CITY 00017,567
OAKLAND COUNTY ROYAL OAK CITY 00018,595
OAKLAND COUNTY ROYAL OAK CITY 00019,809
OAKLAND COUNTY ROYAL OAK CITY 00020,656
OAKLAND COUNTY ROYAL OAK CITY 00021,643
OAKLAND COUNTY ROYAL OAK CITY 00022,674
OAKLAND COUNTY ROYAL OAK CITY 00023,533
OAKLAND COUNTY ROYAL OAK CITY 00024,348
OAKLAND COUNTY ROYAL OAK TOWNSHIP 00001,437
OAKLAND COUNTY ROYAL OAK TOWNSHIP 00002,340
OAKLAND COUNTY SOUTHFIELD CITY 00001,510
OAKLAND COUNTY SOUTHFIELD CITY 00002,609
OAKLAND COUNTY SOUTHFIELD CITY 00003,522
OAKLAND COUNTY SOUTHFIELD CITY 00004,639
OAKLAND COUNTY SOUTHFIELD CITY 00005,368
OAKLAND COUNTY SOUTHFIELD CITY 00006,472
OAKLAND COUNTY SOUTHFIELD CITY 00007,516
OAKLAND COUNTY SOUTHFIELD CITY 00008,421
OAKLAND COUNTY SOUTHFIELD CITY 00009,552
OAKLAND COUNTY SOUTHFIELD CITY 00010,529
OAKLAND COUNTY SOUTHFIELD CITY 00011,587
OAKLAND COUNTY SOUTHFIELD CITY 00012,464
OAKLAND COUNTY SOUTHFIELD CITY 00013,502
OAKLAND COUNTY SOUTHFIELD CITY 00014,442
OAKLAND COUNTY SOUTHFIELD CITY 00015,415
OAKLAND COUNTY SOUTHFIELD CITY 00016,463
OAKLAND COUNTY SOUTHFIELD CITY 00017,518
OAKLAND COUNTY SOUTHFIELD CITY 00018,562
OAKLAND COUNTY SOUTHFIELD CITY 00019,420
OAKLAND COUNTY SOUTHFIELD CITY 00020,546
OAKLAND COUNTY SOUTHFIELD CITY 00021,584
OAKLAND COUNTY SOUTHFIELD CITY 00022,623
OAKLAND COUNTY SOUTHFIELD CITY 00023,598
OAKLAND COUNTY SOUTHFIELD CITY 00024,539
OAKLAND COUNTY SOUTHFIELD CITY 00025,440
OAKLAND COUNTY SOUTHFIELD CITY 00026,534
OAKLAND COUNTY SOUTHFIELD CITY 00027,519
OAKLAND COUNTY SOUTHFIELD CITY 00028,545
OAKLAND COUNTY SOUTHFIELD CITY 00029,665
OAKLAND COUNTY SOUTHFIELD CITY 00030,612
OAKLAND COUNTY SOUTHFIELD CITY 00031,602
OAKLAND COUNTY SOUTHFIELD CITY 00032,449
OAKLAND COUNTY SOUTHFIELD CITY 00033,584
OAKLAND COUNTY SOUTHFIELD CITY 00034,442
OAKLAND COUNTY SOUTHFIELD CITY 00035,458
OAKLAND COUNTY SOUTHFIELD CITY 00036,450
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00001,278
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00002,321
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00003,255
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00004,391
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00005,406
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00006,610
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00007,341
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00008,439
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00009,377
OAKLAND COUNTY SOUTHFIELD TOWNSHIP 00010,295
OAKLAND COUNTY SOUTH LYON CITY 00001,947
OAKLAND COUNTY SOUTH LYON CITY 00002,667
OAKLAND COUNTY SOUTH LYON CITY 00003,664
OAKLAND COUNTY SOUTH LYON CITY 00004,502
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00001,479
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00002,549
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00003,643
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00004,446
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00005,536
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00006,503
OAKLAND COUNTY SPRINGFIELD TOWNSHIP 00007,276
OAKLAND COUNTY SYLVAN LAKE CITY 00001,457
OAKLAND COUNTY TROY CITY 00001,419
OAKLAND COUNTY TROY CITY 00002,698
OAKLAND COUNTY TROY CITY 00003,635
OAKLAND COUNTY TROY CITY 00004,863
OAKLAND COUNTY TROY CITY 00005,444
OAKLAND COUNTY TROY CITY 00006,157
OAKLAND COUNTY TROY CITY 00007,520
OAKLAND COUNTY TROY CITY 00008,561
OAKLAND COUNTY TROY CITY 00009,700
OAKLAND COUNTY TROY CITY 00010,629
OAKLAND COUNTY TROY CITY 00011,571
OAKLAND COUNTY TROY CITY 00012,443
OAKLAND COUNTY TROY CITY 00013,848
OAKLAND COUNTY TROY CITY 00014,650
OAKLAND COUNTY TROY CITY 00015,593
OAKLAND COUNTY TROY CITY 00016,507
OAKLAND COUNTY TROY CITY 00017,674
OAKLAND COUNTY TROY CITY 00018,470
OAKLAND COUNTY TROY CITY 00019,454
OAKLAND COUNTY TROY CITY 00020,677
OAKLAND COUNTY TROY CITY 00021,477
OAKLAND COUNTY TROY CITY 00022,813
OAKLAND COUNTY TROY CITY 00023,826
OAKLAND COUNTY TROY CITY 00024,711
OAKLAND COUNTY TROY CITY 00025,804
OAKLAND COUNTY TROY CITY 00026,745
OAKLAND COUNTY TROY CITY 00027,573
OAKLAND COUNTY TROY CITY 00028,567
OAKLAND COUNTY TROY CITY 00029,755
OAKLAND COUNTY TROY CITY 00030,175
OAKLAND COUNTY TROY CITY 00031,257
OAKLAND COUNTY VILLAGE OF CLARKSTON CITY 00001,250
OAKLAND COUNTY WALLED LAKE CITY 00001,599
OAKLAND COUNTY WALLED LAKE CITY 00002,607
OAKLAND COUNTY WALLED LAKE CITY 00003,445
OAKLAND COUNTY WATERFORD TOWNSHIP 00001,279
OAKLAND COUNTY WATERFORD TOWNSHIP 00002,887
OAKLAND COUNTY WATERFORD TOWNSHIP 00003,850
OAKLAND COUNTY WATERFORD TOWNSHIP 00004,799
OAKLAND COUNTY WATERFORD TOWNSHIP 00005,915
OAKLAND COUNTY WATERFORD TOWNSHIP 00006,837
OAKLAND COUNTY WATERFORD TOWNSHIP 00007,863
OAKLAND COUNTY WATERFORD TOWNSHIP 00008,811
OAKLAND COUNTY WATERFORD TOWNSHIP 00009,827
OAKLAND COUNTY WATERFORD TOWNSHIP 00010,481
OAKLAND COUNTY WATERFORD TOWNSHIP 00011,860
OAKLAND COUNTY WATERFORD TOWNSHIP 00012,870
OAKLAND COUNTY WATERFORD TOWNSHIP 00013,885
OAKLAND COUNTY WATERFORD TOWNSHIP 00014,856
OAKLAND COUNTY WATERFORD TOWNSHIP 00015,874
OAKLAND COUNTY WATERFORD TOWNSHIP 00016,922
OAKLAND COUNTY WATERFORD TOWNSHIP 00017,870
OAKLAND COUNTY WATERFORD TOWNSHIP 00018,703
OAKLAND COUNTY WATERFORD TOWNSHIP 00019,801
OAKLAND COUNTY WATERFORD TOWNSHIP 00020,908
OAKLAND COUNTY WATERFORD TOWNSHIP 00021,902
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00001,684
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00002,715
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00003,326
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00004,721
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00005,686
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00006,593
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00007,488
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00008,730
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00009,541
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00010,762
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00011,669
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00012,754
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00013,623
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00014,531
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00015,824
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00016,731
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00017,681
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00018,543
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00019,596
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00020,437
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00021,566
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00022,792
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00023,818
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00024,570
OAKLAND COUNTY WEST BLOOMFIELD TOWNSHIP 00025,638
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00001,713
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00002,710
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00003,426
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00004,320
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00005,688
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00006,879
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00007,557
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00008,818
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00009,638
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00010,762
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00011,723
OAKLAND COUNTY WHITE LAKE TOWNSHIP 00012,420
OAKLAND COUNTY WIXOM CITY 00001,808
OAKLAND COUNTY WIXOM CITY 00002,650
OAKLAND COUNTY WIXOM CITY 00003,980
OAKLAND COUNTY WIXOM CITY 00004,810
OCEANA COUNTY BENONA TOWNSHIP 00001,377
OCEANA COUNTY CLAYBANKS TOWNSHIP 00001,209
OCEANA COUNTY COLFAX TOWNSHIP 00001,103
OCEANA COUNTY CRYSTAL TOWNSHIP 00001,140
OCEANA COUNTY ELBRIDGE TOWNSHIP 00001,208
OCEANA COUNTY FERRY TOWNSHIP 00001,290
OCEANA COUNTY GOLDEN TOWNSHIP 00001,442
OCEANA COUNTY GRANT TOWNSHIP 00001,685
OCEANA COUNTY GREENWOOD TOWNSHIP 00001,234
OCEANA COUNTY HART CITY 00001,414
OCEANA COUNTY HART TOWNSHIP 00001,434
OCEANA COUNTY LEAVITT TOWNSHIP 00001,188
OCEANA COUNTY NEWFIELD TOWNSHIP 00001,563
OCEANA COUNTY OTTO TOWNSHIP 00001,194
OCEANA COUNTY PENTWATER TOWNSHIP 00001,461
OCEANA COUNTY SHELBY TOWNSHIP 00001,546
OCEANA COUNTY SHELBY TOWNSHIP 00002,224
OCEANA COUNTY WEARE TOWNSHIP 00001,284
OGEMAW COUNTY CHURCHILL TOWNSHIP 00001,394
OGEMAW COUNTY CUMMING TOWNSHIP 00001,175
OGEMAW COUNTY EDWARDS TOWNSHIP 00001,335
OGEMAW COUNTY FOSTER TOWNSHIP 00001,221
OGEMAW COUNTY GOODAR TOWNSHIP 00001,92
OGEMAW COUNTY HILL TOWNSHIP 00001,372
OGEMAW COUNTY HORTON TOWNSHIP 00001,231
OGEMAW COUNTY KLACKING TOWNSHIP 00001,141
OGEMAW COUNTY LOGAN TOWNSHIP 00001,139
OGEMAW COUNTY MILLS TOWNSHIP 00001,368
OGEMAW COUNTY MILLS TOWNSHIP 00002,593
OGEMAW COUNTY OGEMAW TOWNSHIP 00001,279
OGEMAW COUNTY RICHLAND TOWNSHIP 00001,197
OGEMAW COUNTY ROSE TOWNSHIP 00001,313
OGEMAW COUNTY ROSE CITY CITY 00001,113
OGEMAW COUNTY WEST BRANCH CITY 00001,503
OGEMAW COUNTY WEST BRANCH TOWNSHIP 00001,596
ONTONAGON COUNTY BERGLAND TOWNSHIP 00001,129
ONTONAGON COUNTY BOHEMIA TOWNSHIP 00001,9
ONTONAGON COUNTY BOHEMIA TOWNSHIP 00002,8
ONTONAGON COUNTY CARP LAKE TOWNSHIP 00001,170
ONTONAGON COUNTY GREENLAND TOWNSHIP 00001,174
ONTONAGON COUNTY HAIGHT TOWNSHIP 00001,55
ONTONAGON COUNTY INTERIOR TOWNSHIP 00001,87
ONTONAGON COUNTY MCMILLAN TOWNSHIP 00001,121
ONTONAGON COUNTY MATCHWOOD TOWNSHIP 00001,21
ONTONAGON COUNTY ONTONAGON TOWNSHIP 00001,645
ONTONAGON COUNTY ROCKLAND TOWNSHIP 00001,58
ONTONAGON COUNTY STANNARD TOWNSHIP 00001,188
OSCEOLA COUNTY BURDELL TOWNSHIP 00001,304
OSCEOLA COUNTY CEDAR TOWNSHIP 00001,121
OSCEOLA COUNTY EVART CITY 00001,352
OSCEOLA COUNTY EVART TOWNSHIP 00001,331
OSCEOLA COUNTY HARTWICK TOWNSHIP 00001,128
OSCEOLA COUNTY HERSEY TOWNSHIP 00001,456
OSCEOLA COUNTY HIGHLAND TOWNSHIP 00001,230
OSCEOLA COUNTY LE ROY TOWNSHIP 00001,276
OSCEOLA COUNTY LINCOLN TOWNSHIP 00001,360
OSCEOLA COUNTY MARION TOWNSHIP 00001,358
OSCEOLA COUNTY MIDDLE BRANCH TOWNSHIP 00001,188
OSCEOLA COUNTY ORIENT TOWNSHIP 00001,174
OSCEOLA COUNTY OSCEOLA TOWNSHIP 00001,239
OSCEOLA COUNTY REED CITY CITY 00001,570
OSCEOLA COUNTY RICHMOND TOWNSHIP 00001,398
OSCEOLA COUNTY ROSE LAKE TOWNSHIP 00001,345
OSCEOLA COUNTY SHERMAN TOWNSHIP 00001,215
OSCEOLA COUNTY SYLVAN TOWNSHIP 00001,221
OSCODA COUNTY BIG CREEK TOWNSHIP 00001,299
OSCODA COUNTY BIG CREEK TOWNSHIP 00002,417
OSCODA COUNTY CLINTON TOWNSHIP 00001,123
OSCODA COUNTY COMINS TOWNSHIP 00001,439
OSCODA COUNTY ELMER TOWNSHIP 00001,210
OSCODA COUNTY GREENWOOD TOWNSHIP 00001,322
OSCODA COUNTY MENTOR TOWNSHIP 00001,296
OTSEGO COUNTY BAGLEY TOWNSHIP 00001,700
OTSEGO COUNTY BAGLEY TOWNSHIP 00002,836
OTSEGO COUNTY CHARLTON TOWNSHIP 00001,395
OTSEGO COUNTY CHESTER TOWNSHIP 00001,373
OTSEGO COUNTY CORWITH TOWNSHIP 00001,459
OTSEGO COUNTY DOVER TOWNSHIP 00001,158
OTSEGO COUNTY ELMIRA TOWNSHIP 00001,444
OTSEGO COUNTY GAYLORD CITY 01001,427
OTSEGO COUNTY GAYLORD CITY 02001,350
OTSEGO COUNTY GAYLORD CITY 03001,269
OTSEGO COUNTY HAYES TOWNSHIP 00001,700
OTSEGO COUNTY LIVINGSTON TOWNSHIP 00001,672
OTSEGO COUNTY OTSEGO LAKE TOWNSHIP 00001,827
OTTAWA COUNTY ALLENDALE TOWNSHIP 00001,724
OTTAWA COUNTY ALLENDALE TOWNSHIP 00002,737
OTTAWA COUNTY ALLENDALE TOWNSHIP 00003,843
OTTAWA COUNTY ALLENDALE TOWNSHIP 00004,770
OTTAWA COUNTY ALLENDALE TOWNSHIP 00005,605
OTTAWA COUNTY BLENDON TOWNSHIP 00001,347
OTTAWA COUNTY BLENDON TOWNSHIP 00002,455
OTTAWA COUNTY BLENDON TOWNSHIP 00003,712
OTTAWA COUNTY CHESTER TOWNSHIP 00001,457
OTTAWA COUNTY COOPERSVILLE CITY 00001,477
OTTAWA COUNTY COOPERSVILLE CITY 00002,479
OTTAWA COUNTY CROCKERY TOWNSHIP 00001,717
OTTAWA COUNTY CROCKERY TOWNSHIP 00002,329
OTTAWA COUNTY FERRYSBURG CITY 00001,770
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00001,682
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00002,792
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00003,579
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00004,714
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00005,723
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00006,710
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00007,580
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00008,856
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00009,680
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00010,645
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00011,746
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00012,693
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00013,743
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00014,654
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00015,735
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00016,667
OTTAWA COUNTY GEORGETOWN TOWNSHIP 00017,194
OTTAWA COUNTY GRAND HAVEN CITY 00001,551
OTTAWA COUNTY GRAND HAVEN CITY 00002,577
OTTAWA COUNTY GRAND HAVEN CITY 00003,806
OTTAWA COUNTY GRAND HAVEN CITY 00004,779
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00001,731
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00002,555
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00003,564
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00004,374
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00005,662
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00006,738
OTTAWA COUNTY GRAND HAVEN TOWNSHIP 00007,508
OTTAWA COUNTY HOLLAND CITY 01001,351
OTTAWA COUNTY HOLLAND CITY 01002,566
OTTAWA COUNTY HOLLAND CITY 01003,548
OTTAWA COUNTY HOLLAND CITY 02004,429
OTTAWA COUNTY HOLLAND CITY 02005,534
OTTAWA COUNTY HOLLAND CITY 03006,637
OTTAWA COUNTY HOLLAND CITY 03007,562
OTTAWA COUNTY HOLLAND CITY 04008,578
OTTAWA COUNTY HOLLAND CITY 04010,497
OTTAWA COUNTY HOLLAND CITY 06014,701
OTTAWA COUNTY HOLLAND CITY 06015,573
OTTAWA COUNTY HOLLAND TOWNSHIP 00001,479
OTTAWA COUNTY HOLLAND TOWNSHIP 00002,451
OTTAWA COUNTY HOLLAND TOWNSHIP 00003,659
OTTAWA COUNTY HOLLAND TOWNSHIP 00004,724
OTTAWA COUNTY HOLLAND TOWNSHIP 00005,614
OTTAWA COUNTY HOLLAND TOWNSHIP 00006,669
OTTAWA COUNTY HOLLAND TOWNSHIP 00007,792
OTTAWA COUNTY HOLLAND TOWNSHIP 00008,507
OTTAWA COUNTY HOLLAND TOWNSHIP 00009,818
OTTAWA COUNTY HOLLAND TOWNSHIP 00010,514
OTTAWA COUNTY HOLLAND TOWNSHIP 00011,580
OTTAWA COUNTY HOLLAND TOWNSHIP 00012,534
OTTAWA COUNTY HUDSONVILLE CITY 01001,617
OTTAWA COUNTY HUDSONVILLE CITY 02001,429
OTTAWA COUNTY HUDSONVILLE CITY 03001,597
OTTAWA COUNTY JAMESTOWN TOWNSHIP 00001,678
OTTAWA COUNTY JAMESTOWN TOWNSHIP 00002,472
OTTAWA COUNTY JAMESTOWN TOWNSHIP 00003,746
OTTAWA COUNTY OLIVE TOWNSHIP 00001,429
OTTAWA COUNTY OLIVE TOWNSHIP 00002,535
OTTAWA COUNTY PARK TOWNSHIP 00001,770
OTTAWA COUNTY PARK TOWNSHIP 00002,332
OTTAWA COUNTY PARK TOWNSHIP 00003,632
OTTAWA COUNTY PARK TOWNSHIP 00004,540
OTTAWA COUNTY PARK TOWNSHIP 00005,523
OTTAWA COUNTY PARK TOWNSHIP 00006,863
OTTAWA COUNTY PARK TOWNSHIP 00007,886
OTTAWA COUNTY POLKTON TOWNSHIP 00001,566
OTTAWA COUNTY PORT SHELDON TOWNSHIP 00001,696
OTTAWA COUNTY PORT SHELDON TOWNSHIP 00002,525
OTTAWA COUNTY ROBINSON TOWNSHIP 00001,603
OTTAWA COUNTY ROBINSON TOWNSHIP 00002,415
OTTAWA COUNTY ROBINSON TOWNSHIP 00003,424
OTTAWA COUNTY SPRING LAKE TOWNSHIP 00001,660
OTTAWA COUNTY SPRING LAKE TOWNSHIP 00002,453
OTTAWA COUNTY SPRING LAKE TOWNSHIP 00003,785
OTTAWA COUNTY SPRING LAKE TOWNSHIP 00004,645
OTTAWA COUNTY SPRING LAKE TOWNSHIP 00005,735
OTTAWA COUNTY SPRING LAKE TOWNSHIP 00006,401
OTTAWA COUNTY TALLMADGE TOWNSHIP 00001,843
OTTAWA COUNTY TALLMADGE TOWNSHIP 00002,644
OTTAWA COUNTY TALLMADGE TOWNSHIP 00003,474
OTTAWA COUNTY WRIGHT TOWNSHIP 00001,379
OTTAWA COUNTY WRIGHT TOWNSHIP 00002,343
OTTAWA COUNTY ZEELAND CITY 00001,228
OTTAWA COUNTY ZEELAND CITY 00002,246
OTTAWA COUNTY ZEELAND CITY 00003,309
OTTAWA COUNTY ZEELAND CITY 00004,472
OTTAWA COUNTY ZEELAND TOWNSHIP 00001,586
OTTAWA COUNTY ZEELAND TOWNSHIP 00002,736
OTTAWA COUNTY ZEELAND TOWNSHIP 00003,701
OTTAWA COUNTY ZEELAND TOWNSHIP 00004,410
PRESQUE ISLE COUNTY ALLIS TOWNSHIP 00001,234
PRESQUE ISLE COUNTY BEARINGER TOWNSHIP 00001,117
PRESQUE ISLE COUNTY BELKNAP TOWNSHIP 00001,163
PRESQUE ISLE COUNTY BISMARCK TOWNSHIP 00001,99
PRESQUE ISLE COUNTY CASE TOWNSHIP 00001,207
PRESQUE ISLE COUNTY KRAKOW TOWNSHIP 00001,182
PRESQUE ISLE COUNTY METZ TOWNSHIP 00001,72
PRESQUE ISLE COUNTY MOLTKE TOWNSHIP 00001,70
PRESQUE ISLE COUNTY NORTH ALLIS TOWNSHIP 00001,122
PRESQUE ISLE COUNTY OCQUEOC TOWNSHIP 00001,163
PRESQUE ISLE COUNTY ONAWAY CITY 00001,202
PRESQUE ISLE COUNTY POSEN TOWNSHIP 00001,182
PRESQUE ISLE COUNTY PRESQUE ISLE TOWNSHIP 00001,506
PRESQUE ISLE COUNTY PULAWSKI TOWNSHIP 00001,73
PRESQUE ISLE COUNTY ROGERS TOWNSHIP 00001,257
PRESQUE ISLE COUNTY ROGERS CITY CITY 00001,670
ROSCOMMON COUNTY AU SABLE TOWNSHIP 00001,71
ROSCOMMON COUNTY BACKUS TOWNSHIP 00001,85
ROSCOMMON COUNTY DENTON TOWNSHIP 00001,806
ROSCOMMON COUNTY DENTON TOWNSHIP 00002,714
ROSCOMMON COUNTY GERRISH TOWNSHIP 00001,814
ROSCOMMON COUNTY HIGGINS TOWNSHIP 00001,498
ROSCOMMON COUNTY LAKE TOWNSHIP 00001,351
ROSCOMMON COUNTY LYON TOWNSHIP 00001,404
ROSCOMMON COUNTY MARKEY TOWNSHIP 00001,658
ROSCOMMON COUNTY NESTER TOWNSHIP 00001,86
ROSCOMMON COUNTY RICHFIELD TOWNSHIP 00001,530
ROSCOMMON COUNTY RICHFIELD TOWNSHIP 00002,464
ROSCOMMON COUNTY ROSCOMMON TOWNSHIP 00001,670
ROSCOMMON COUNTY ROSCOMMON TOWNSHIP 00002,512
SAGINAW COUNTY ALBEE TOWNSHIP 00001,482
SAGINAW COUNTY BIRCH RUN TOWNSHIP 00001,603
SAGINAW COUNTY BIRCH RUN TOWNSHIP 00002,357
SAGINAW COUNTY BIRCH RUN TOWNSHIP 00003,443
SAGINAW COUNTY BLUMFIELD TOWNSHIP 00001,458
SAGINAW COUNTY BRADY TOWNSHIP 00001,491
SAGINAW COUNTY BRANT TOWNSHIP 00001,445
SAGINAW COUNTY BRIDGEPORT TOWNSHIP 00001,266
SAGINAW COUNTY BRIDGEPORT TOWNSHIP 00002,601
SAGINAW COUNTY BRIDGEPORT TOWNSHIP 00003,555
SAGINAW COUNTY BRIDGEPORT TOWNSHIP 00004,713
SAGINAW COUNTY BRIDGEPORT TOWNSHIP 00005,375
SAGINAW COUNTY BUENA VISTA CHARTER TOWNSHIP 00001,344
SAGINAW COUNTY BUENA VISTA CHARTER TOWNSHIP 00002,431
SAGINAW COUNTY BUENA VISTA CHARTER TOWNSHIP 00003,476
SAGINAW COUNTY BUENA VISTA CHARTER TOWNSHIP 00004,463
SAGINAW COUNTY BUENA VISTA CHARTER TOWNSHIP 00005,527
SAGINAW COUNTY CARROLLTON TOWNSHIP 00001,528
SAGINAW COUNTY CARROLLTON TOWNSHIP 00002,821
SAGINAW COUNTY CHAPIN TOWNSHIP 00001,214
SAGINAW COUNTY CHESANING TOWNSHIP 00001,524
SAGINAW COUNTY CHESANING TOWNSHIP 00002,548
SAGINAW COUNTY FRANKENMUTH CITY 00001,660
SAGINAW COUNTY FRANKENMUTH CITY 00002,528
SAGINAW COUNTY FRANKENMUTH TOWNSHIP 00001,450
SAGINAW COUNTY FREMONT TOWNSHIP 00001,490
SAGINAW COUNTY JAMES TOWNSHIP 00001,469
SAGINAW COUNTY JONESFIELD TOWNSHIP 00001,380
