Medium Election,5.2.16.1,,,,,,,,,,,
,,,,,,,,Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1),Lord of Coin (Vote For=1)
4356,Tabulator B,Batch 5,318,Tabulator B-Batch 5-318,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4357,Tabulator B,Batch 5,319,Tabulator B-Batch 5-319,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4358,Tabulator B,Batch 5,320,Tabulator B-Batch 5-320,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4359,Tabulator B,Batch 5,321,Tabulator B-Batch 5-321,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4360,Tabulator B,Batch 5,322,Tabulator B-Batch 5-322,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4361,Tabulator B,Batch 5,323,Tabulator B-Batch 5-323,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4362,Tabulator B,Batch 5,324,Tabulator B-Batch 5-324,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4363,Tabulator B,Batch 5,325,Tabulator B-Batch 5-325,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4364,Tabulator B,Batch 5,326,Tabulator B-Batch 5-326,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4365,Tabulator B,Batch 5,327,Tabulator B-Batch 5-327,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4366,Tabulator B,Batch 5,328,Tabulator B-Batch 5-328,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4367,Tabulator B,Batch 5,329,Tabulator B-Batch 5-329,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4368,Tabulator B,Batch 5,330,Tabulator B-Batch 5-330,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4369,Tabulator B,Batch 5,331,Tabulator B-Batch 5-331,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4370,Tabulator B,Batch 5,332,Tabulator B-Batch 5-332,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4371,Tabulator B,Batch 5,333,Tabulator B-Batch 5-333,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4372,Tabulator B,Batch 5,334,Tabulator B-Batch 5-334,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4373,Tabulator B,Batch 5,335,Tabulator B-Batch 5-335,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4374,Tabulator B,Batch 5,336,Tabulator B-Batch 5-336,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4375,Tabulator B,Batch 5,337,Tabulator B-Batch 5-337,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4376,Tabulator B,Batch 5,338,Tabulator B-Batch 5-338,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4377,Tabulator B,Batch 5,339,Tabulator B-Batch 5-339,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4378,Tabulator B,Batch 5,340,Tabulator B-Batch 5-340,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4379,Tabulator B,Batch 5,341,Tabulator B-Batch 5-341,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4380,Tabulator B,Batch 5,342,Tabulator B-Batch 5-342,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4381,Tabulator B,Batch 5,343,Tabulator B-Batch 5-343,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4382,Tabulator B,Batch 5,344,Tabulator B-Batch 5-344,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4383,Tabulator B,Batch 5,345,Tabulator B-Batch 5-345,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4384,Tabulator B,Batch 5,346,Tabulator B-Batch 5-346,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4385,Tabulator B,Batch 5,347,Tabulator B-Batch 5-347,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4386,Tabulator B,Batch 5,348,Tabulator B-Batch 5-348,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4387,Tabulator B,Batch 5,349,Tabulator B-Batch 5-349,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4388,Tabulator B,Batch 5,350,Tabulator B-Batch 5-350,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4389,Tabulator B,Batch 5,351,Tabulator B-Batch 5-351,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4390,Tabulator B,Batch 5,352,Tabulator B-Batch 5-352,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4391,Tabulator B,Batch 5,353,Tabulator B-Batch 5-353,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4392,Tabulator B,Batch 5,354,Tabulator B-Batch 5-354,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4393,Tabulator B,Batch 5,355,Tabulator B-Batch 5-355,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4394,Tabulator B,Batch 5,356,Tabulator B-Batch 5-356,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4395,Tabulator B,Batch 5,357,Tabulator B-Batch 5-357,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4396,Tabulator B,Batch 5,358,Tabulator B-Batch 5-358,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4397,Tabulator B,Batch 5,359,Tabulator B-Batch 5-359,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4398,Tabulator B,Batch 5,360,Tabulator B-Batch 5-360,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4399,Tabulator B,Batch 5,361,Tabulator B-Batch 5-361,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4400,Tabulator B,Batch 5,362,Tabulator B-Batch 5-362,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4401,Tabulator B,Batch 5,363,Tabulator B-Batch 5-363,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4402,Tabulator B,Batch 5,364,Tabulator B-Batch 5-364,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4403,Tabulator B,Batch 5,365,Tabulator B-Batch 5-365,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4404,Tabulator B,Batch 5,366,Tabulator B-Batch 5-366,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4405,Tabulator B,Batch 5,367,Tabulator B-Batch 5-367,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4406,Tabulator B,Batch 5,368,Tabulator B-Batch 5-368,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4407,Tabulator B,Batch 5,369,Tabulator B-Batch 5-369,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4408,Tabulator B,Batch 5,370,Tabulator B-Batch 5-370,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4409,Tabulator B,Batch 5,371,Tabulator B-Batch 5-371,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4410,Tabulator B,Batch 5,372,Tabulator B-Batch 5-372,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4411,Tabulator B,Batch 5,373,Tabulator B-Batch 5-373,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4412,Tabulator B,Batch 5,374,Tabulator B-Batch 5-374,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4413,Tabulator B,Batch 5,375,Tabulator B-Batch 5-375,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4414,Tabulator B,Batch 5,376,Tabulator B-Batch 5-376,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4415,Tabulator B,Batch 5,377,Tabulator B-Batch 5-377,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4416,Tabulator B,Batch 5,378,Tabulator B-Batch 5-378,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4417,Tabulator B,Batch 5,379,Tabulator B-Batch 5-379,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4418,Tabulator B,Batch 5,380,Tabulator B-Batch 5-380,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4419,Tabulator B,Batch 5,381,Tabulator B-Batch 5-381,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4420,Tabulator B,Batch 5,382,Tabulator B-Batch 5-382,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4421,Tabulator B,Batch 5,383,Tabulator B-Batch 5-383,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4422,Tabulator B,Batch 5,384,Tabulator B-Batch 5-384,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4423,Tabulator B,Batch 5,385,Tabulator B-Batch 5-385,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
4424,Tabulator B,Batch 5,386,Tabulator B-Batch 5-386,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4425,Tabulator B,Batch 5,387,Tabulator B-Batch 5-387,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4426,Tabulator B,Batch 5,388,Tabulator B-Batch 5-388,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4427,Tabulator B,Batch 5,389,Tabulator B-Batch 5-389,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4428,Tabulator B,Batch 5,390,Tabulator B-Batch 5-390,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4429,Tabulator B,Batch 5,391,Tabulator B-Batch 5-391,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
4430,Tabulator B,Batch 5,392,Tabulator B-Batch 5-392,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4431,Tabulator B,Batch 5,393,Tabulator B-Batch 5-393,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4432,Tabulator B,Batch 5,394,Tabulator B-Batch 5-394,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4433,Tabulator B,Batch 5,395,Tabulator B-Batch 5-395,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4434,Tabulator B,Batch 5,396,Tabulator B-Batch 5-396,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4435,Tabulator B,Batch 5,397,Tabulator B-Batch 5-397,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4436,Tabulator B,Batch 5,398,Tabulator B-Batch 5-398,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4437,Tabulator B,Batch 5,399,Tabulator B-Batch 5-399,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4438,Tabulator B,Batch 5,400,Tabulator B-Batch 5-400,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4439,Tabulator B,Batch 5,401,Tabulator B-Batch 5-401,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4440,Tabulator B,Batch 5,402,Tabulator B-Batch 5-402,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4441,Tabulator B,Batch 5,403,Tabulator B-Batch 5-403,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4442,Tabulator B,Batch 5,404,Tabulator B-Batch 5-404,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4443,Tabulator B,Batch 5,405,Tabulator B-Batch 5-405,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4444,Tabulator B,Batch 5,406,Tabulator B-Batch 5-406,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4445,Tabulator B,Batch 5,407,Tabulator B-Batch 5-407,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4446,Tabulator B,Batch 5,408,Tabulator B-Batch 5-408,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4447,Tabulator B,Batch 5,409,Tabulator B-Batch 5-409,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4448,Tabulator B,Batch 5,410,Tabulator B-Batch 5-410,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4449,Tabulator B,Batch 5,411,Tabulator B-Batch 5-411,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4450,Tabulator B,Batch 5,412,Tabulator B-Batch 5-412,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4451,Tabulator B,Batch 5,413,Tabulator B-Batch 5-413,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4452,Tabulator B,Batch 5,414,Tabulator B-Batch 5-414,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4453,Tabulator B,Batch 5,415,Tabulator B-Batch 5-415,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4454,Tabulator B,Batch 5,416,Tabulator B-Batch 5-416,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4455,Tabulator B,Batch 5,417,Tabulator B-Batch 5-417,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4456,Tabulator B,Batch 5,418,Tabulator B-Batch 5-418,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4457,Tabulator B,Batch 5,419,Tabulator B-Batch 5-419,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4458,Tabulator B,Batch 5,420,Tabulator B-Batch 5-420,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4459,Tabulator B,Batch 5,421,Tabulator B-Batch 5-421,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4460,Tabulator B,Batch 5,422,Tabulator B-Batch 5-422,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
4461,Tabulator B,Batch 5,423,Tabulator B-Batch 5-423,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4462,Tabulator B,Batch 5,424,Tabulator B-Batch 5-424,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4463,Tabulator B,Batch 5,425,Tabulator B-Batch 5-425,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4464,Tabulator B,Batch 5,426,Tabulator B-Batch 5-426,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4465,Tabulator B,Batch 5,427,Tabulator B-Batch 5-427,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4466,Tabulator B,Batch 5,428,Tabulator B-Batch 5-428,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4467,Tabulator B,Batch 5,429,Tabulator B-Batch 5-429,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4468,Tabulator B,Batch 5,430,Tabulator B-Batch 5-430,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4469,Tabulator B,Batch 5,431,Tabulator B-Batch 5-431,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4470,Tabulator B,Batch 5,432,Tabulator B-Batch 5-432,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4471,Tabulator B,Batch 5,433,Tabulator B-Batch 5-433,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4472,Tabulator B,Batch 5,434,Tabulator B-Batch 5-434,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,1
4473,Tabulator B,Batch 5,435,Tabulator B-Batch 5-435,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4474,Tabulator B,Batch 5,436,Tabulator B-Batch 5-436,Election Day,precinct-portion-1,ballot-type-1,0,0,0,0,0
4475,Tabulator B,Batch 5,437,Tabulator B-Batch 5-437,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4476,Tabulator B,Batch 5,438,Tabulator B-Batch 5-438,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4477,Tabulator B,Batch 5,439,Tabulator B-Batch 5-439,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4478,Tabulator B,Batch 5,440,Tabulator B-Batch 5-440,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4479,Tabulator B,Batch 5,441,Tabulator B-Batch 5-441,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4480,Tabulator B,Batch 5,442,Tabulator B-Batch 5-442,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4481,Tabulator B,Batch 5,443,Tabulator B-Batch 5-443,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4482,Tabulator B,Batch 5,444,Tabulator B-Batch 5-444,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4483,Tabulator B,Batch 5,445,Tabulator B-Batch 5-445,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4484,Tabulator B,Batch 5,446,Tabulator B-Batch 5-446,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4485,Tabulator B,Batch 5,447,Tabulator B-Batch 5-447,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4486,Tabulator B,Batch 5,448,Tabulator B-Batch 5-448,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4487,Tabulator B,Batch 5,449,Tabulator B-Batch 5-449,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4488,Tabulator B,Batch 5,450,Tabulator B-Batch 5-450,Election Day,precinct-portion-1,ballot-type-1,0,0,0,1,0
4489,Tabulator B,Batch 5,451,Tabulator B-Batch 5-451,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4490,Tabulator B,Batch 5,452,Tabulator B-Batch 5-452,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4491,Tabulator B,Batch 5,453,Tabulator B-Batch 5-453,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4492,Tabulator B,Batch 5,454,Tabulator B-Batch 5-454,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4493,Tabulator B,Batch 5,455,Tabulator B-Batch 5-455,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4494,Tabulator B,Batch 5,456,Tabulator B-Batch 5-456,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4495,Tabulator B,Batch 5,457,Tabulator B-Batch 5-457,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4496,Tabulator B,Batch 5,458,Tabulator B-Batch 5-458,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4497,Tabulator B,Batch 5,459,Tabulator B-Batch 5-459,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4498,Tabulator B,Batch 5,460,Tabulator B-Batch 5-460,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4499,Tabulator B,Batch 5,461,Tabulator B-Batch 5-461,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4500,Tabulator B,Batch 5,462,Tabulator B-Batch 5-462,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4501,Tabulator B,Batch 5,463,Tabulator B-Batch 5-463,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4502,Tabulator B,Batch 5,464,Tabulator B-Batch 5-464,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4503,Tabulator B,Batch 5,465,Tabulator B-Batch 5-465,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4504,Tabulator B,Batch 5,466,Tabulator B-Batch 5-466,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4505,Tabulator B,Batch 5,467,Tabulator B-Batch 5-467,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4506,Tabulator B,Batch 5,468,Tabulator B-Batch 5-468,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4507,Tabulator B,Batch 5,469,Tabulator B-Batch 5-469,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4508,Tabulator B,Batch 5,470,Tabulator B-Batch 5-470,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4509,Tabulator B,Batch 5,471,Tabulator B-Batch 5-471,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4510,Tabulator B,Batch 5,472,Tabulator B-Batch 5-472,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4511,Tabulator B,Batch 5,473,Tabulator B-Batch 5-473,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4512,Tabulator B,Batch 5,474,Tabulator B-Batch 5-474,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4513,Tabulator B,Batch 5,475,Tabulator B-Batch 5-475,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4514,Tabulator B,Batch 5,476,Tabulator B-Batch 5-476,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4515,Tabulator B,Batch 5,477,Tabulator B-Batch 5-477,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4516,Tabulator B,Batch 5,478,Tabulator B-Batch 5-478,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4517,Tabulator B,Batch 5,479,Tabulator B-Batch 5-479,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4518,Tabulator B,Batch 5,480,Tabulator B-Batch 5-480,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4519,Tabulator B,Batch 5,481,Tabulator B-Batch 5-481,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4520,Tabulator B,Batch 5,482,Tabulator B-Batch 5-482,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4521,Tabulator B,Batch 5,483,Tabulator B-Batch 5-483,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4522,Tabulator B,Batch 5,484,Tabulator B-Batch 5-484,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4523,Tabulator B,Batch 5,485,Tabulator B-Batch 5-485,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4524,Tabulator B,Batch 5,486,Tabulator B-Batch 5-486,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4525,Tabulator B,Batch 5,487,Tabulator B-Batch 5-487,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4526,Tabulator B,Batch 5,488,Tabulator B-Batch 5-488,Election Day,precinct-portion-1,ballot-type-1,0,0,1,0,0
4527,Tabulator B,Batch 5,489,Tabulator B-Batch 5-489,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4528,Tabulator B,Batch 5,490,Tabulator B-Batch 5-490,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4529,Tabulator B,Batch 5,491,Tabulator B-Batch 5-491,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4530,Tabulator B,Batch 5,492,Tabulator B-Batch 5-492,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4531,Tabulator B,Batch 5,493,Tabulator B-Batch 5-493,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4532,Tabulator B,Batch 5,494,Tabulator B-Batch 5-494,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4533,Tabulator B,Batch 5,495,Tabulator B-Batch 5-495,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4534,Tabulator B,Batch 5,496,Tabulator B-Batch 5-496,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4535,Tabulator B,Batch 5,497,Tabulator B-Batch 5-497,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4536,Tabulator B,Batch 5,498,Tabulator B-Batch 5-498,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4537,Tabulator B,Batch 5,499,Tabulator B-Batch 5-499,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4538,Tabulator B,Batch 5,500,Tabulator B-Batch 5-500,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4539,Tabulator B,Batch 5,501,Tabulator B-Batch 5-501,Election Day,precinct-portion-1,ballot-type-1,1,1,1,1,1
4540,Tabulator B,Batch 5,502,Tabulator B-Batch 5-502,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4541,Tabulator B,Batch 5,503,Tabulator B-Batch 5-503,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4542,Tabulator B,Batch 5,504,Tabulator B-Batch 5-504,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4543,Tabulator B,Batch 5,505,Tabulator B-Batch 5-505,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4544,Tabulator B,Batch 5,506,Tabulator B-Batch 5-506,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4545,Tabulator B,Batch 5,507,Tabulator B-Batch 5-507,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4546,Tabulator B,Batch 5,508,Tabulator B-Batch 5-508,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4547,Tabulator B,Batch 5,509,Tabulator B-Batch 5-509,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4548,Tabulator B,Batch 5,510,Tabulator B-Batch 5-510,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4549,Tabulator B,Batch 5,511,Tabulator B-Batch 5-511,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4550,Tabulator B,Batch 5,512,Tabulator B-Batch 5-512,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
4551,Tabulator B,Batch 5,513,Tabulator B-Batch 5-513,Election Day,precinct-portion-1,ballot-type-1,0,1,0,0,0
4552,Tabulator B,Batch 5,514,Tabulator B-Batch 5-514,Election Day,precinct-portion-1,ballot-type-1,1,0,0,0,0
